"","1997-04-01","1997-09-09","1998-03-31","1998-09-08","1999-04-06","1999-10-05","2000-03-28","2000-09-12","2001-03-27","2001-09-04","2002-03-26","2002-09-03","2003-03-27","2003-09-09","2004-03-23","2004-09-14","2005-03-14","2005-09-12","2006-03-13","2006-09-11","2007-03-12","2007-09-10","2008-03-10","2008-09-08","2009-03-09","2009-09-04","2010-03-08","2010-09-03","2011-03-14","2011-09-12","2012-03-12","2012-09-10","2013-03-11","2013-09-09","2014-03-10","2014-09-08","2015-03-09","2015-09-04","2016-03-07","2016-09-12"
"Dividend",0.05035,0.0212,0.04417,0.03931,0.01767,0.0424,0.04196,0.03887,0.03489,0.03489,0.03489,0.03622,0.04019,0.04373,0.05124,0.04638,0.04417,0.06184,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.06625,0.06625,0.06625,0.08392,0.07509,0.07509,0.07509,0.125,0.125,0.125,0.15,0.15,0.15,0.18
