"","2014-03-18","2014-06-18","2014-09-17","2014-12-17","2015-03-18","2015-06-17","2015-09-16","2015-12-16","2016-03-16","2016-06-15","2016-09-14"
"Dividend",0.35,0.35,0.35,0.82,0.82,0.82,0.82,0.885,0.885,0.885,0.885
