"","1996-03-13","1996-06-17","1996-09-12","1996-12-12","1997-03-25","1997-06-12","1997-09-12","1997-12-12","1998-03-24","1998-06-11","1998-12-17","1999-03-25","1999-06-11","1999-09-13","2004-01-13","2004-05-12","2004-09-13","2004-12-06","2005-03-11","2005-06-08","2005-09-13","2005-12-14","2006-03-13","2006-06-13","2006-09-13","2006-12-13","2007-03-13","2007-06-13","2007-09-13","2007-12-13","2008-03-13","2008-06-12","2008-09-12","2008-12-11","2009-03-13","2009-06-11","2009-09-11","2009-12-11","2010-03-11","2010-06-11","2010-09-13","2010-12-13","2011-03-11","2011-06-15","2011-09-13","2011-12-14","2012-03-13","2012-06-13","2012-09-13","2012-12-12","2013-03-13","2013-06-12","2013-09-12","2013-12-12","2014-03-12","2014-06-12","2014-09-11","2014-12-11","2015-03-12","2015-06-12","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-14"
"Dividend",0.00667,0.00667,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02
