"","2005-11-02","2006-01-31","2006-05-08","2006-08-04","2006-11-03","2007-02-01","2007-05-02","2007-08-02","2007-11-01","2008-01-31","2008-04-30","2008-08-06","2008-11-05","2009-02-04","2009-04-30","2009-07-30","2009-10-29","2010-02-10","2010-05-05","2010-08-04","2010-11-04","2011-02-09","2011-05-04","2011-08-03","2011-11-02","2012-02-08","2012-05-02","2012-08-01","2012-11-01","2013-02-07","2013-05-02","2013-08-01","2013-11-07","2014-02-12","2014-05-07","2014-08-07","2014-11-06","2015-02-05","2015-04-30","2015-07-30","2015-10-29","2016-02-10","2016-05-05","2016-08-04"
"Dividend",0.11,0.11,0.11,0.11,0.11,0.11,0.15,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.23,0.23,0.23,0.28,0.35,0.35,0.45,0.45,0.52,0.52,0.52,0.52,0.58,0.58,0.58,0.58,0.67,0.67,0.67,0.67,0.75,0.75
