"","2002-05-22","2003-05-12","2004-05-11","2005-04-01","2005-05-16","2006-05-10","2007-05-11","2008-04-25","2008-05-30","2009-06-03","2011-06-01","2012-06-04","2013-05-31","2014-05-29","2015-06-01","2016-05-02"
"Dividend",0.5,0.3,0.3,0.4,0.5,0.65,0.12,0.136,0.12,0.2,0.22,0.45,0.6,0.75,1.2,1.3
