"","2011-08-16","2011-11-15","2012-02-13","2012-05-14","2012-08-14","2012-11-13","2013-02-11","2013-05-14","2013-08-14","2013-11-12","2014-02-11","2014-05-13","2014-08-12","2014-11-10","2015-02-10","2015-05-12","2015-08-13","2015-11-12","2016-02-11","2016-05-13","2016-08-15"
"Dividend",0.28,0.28,0.36,0.36,0.36,0.36,0.47,0.47,0.47,0.47,0.61,0.61,0.61,0.61,0.79,0.79,0.79,0.79,1,1,1
