"","2001-01-02","2001-07-02","2002-01-02","2002-07-01","2003-01-02","2003-07-01","2004-01-02","2004-07-01","2005-01-03","2005-07-01","2005-11-02","2006-01-02","2006-05-10","2006-07-03","2006-11-01","2007-01-02","2007-07-02","2008-01-02","2008-07-01","2009-01-02","2009-07-01","2009-12-30","2010-06-14","2010-07-01","2010-12-03","2011-07-13","2012-01-03","2012-07-04","2013-01-03","2013-07-01","2013-07-03","2014-01-13","2014-07-03","2014-12-02","2015-07-03","2016-01-12","2016-07-04","2016-07-05"
"Dividend",0.23,0.315489,0.2461,0.338847,0.26,0.350459,0.286,0.386773,0.326,0.442083,0.1564,0.367,0.1713,0.518,0.1677,0.45,0.593,0.115,0.156,0.143,0.184,0.143,0.191,0.1539,0.146,0.186,0.146,0.03,0.143,0.0237,0.03,0.126,0.03,0.125,0.03,0.127,0.03,0.03
