"","1977-03-22","1977-06-28","1977-09-20","1977-12-20","1978-03-28","1978-06-27","1978-09-26","1978-12-26","1979-03-26","1979-06-26","1979-09-25","1979-12-26","1980-03-24","1980-06-20","1980-09-23","1980-12-22","1981-03-27","1981-06-22","1981-09-28","1981-12-22","1982-03-26","1982-06-22","1982-09-27","1982-12-22","1983-03-15","1983-06-16","1983-09-19","1983-12-13","1984-03-15","1984-06-14","1984-09-17","1984-12-12","1985-03-14","1985-06-14","1985-09-16","1985-12-12","1986-03-14","1986-06-16","1986-09-15","1986-12-15","1987-03-16","1987-06-15","1987-09-14","1987-12-14","1988-03-14","1988-06-13","1988-09-12","1988-12-12","1989-03-13","1989-06-12","1989-09-11","1989-12-11","1990-03-12","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-10","1991-12-10","1992-03-10","1992-06-09","1992-09-09","1992-12-09","1993-03-09","1993-06-09","1993-09-09","1993-12-09","1994-03-09","1994-06-09","1994-09-09","1994-12-09","1995-03-09","1995-06-13","1995-09-13","1995-12-13","1996-03-13","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-12","1997-09-12","1997-12-11","1998-03-11","1998-06-11","1998-09-11","1998-12-11","1999-03-11","1999-06-11","1999-09-13","1999-12-13","2000-03-13","2000-06-13","2000-09-13","2000-12-13","2001-03-13","2001-06-13","2001-09-12","2001-09-17","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-12","2003-03-12","2003-06-11","2003-09-11","2003-12-11","2004-03-11","2004-06-14","2004-09-13","2004-12-03","2004-12-13","2005-03-11","2005-06-13","2005-09-13","2005-12-13","2006-03-13","2006-06-13","2006-09-13","2006-12-13","2007-03-13","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-12","2008-09-11","2008-12-11","2011-01-04","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-11","2014-12-11","2015-03-11","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.02111,0.02111,0.02111,0.02513,0.02513,0.02513,0.02513,0.03015,0.03015,0.03015,0.03015,0.03518,0.03518,0.03518,0.03518,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.04824,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.05729,0.06633,0.06633,0.06633,0.06633,0.06633,0.08442,0.08442,0.08442,0.1206,0.1206,0.1206,0.1206,0.1206,0.1206,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.02067,0.04,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0.14472,0,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.20213,0.20213,0.20213,0.20213,0.20213,0.20213,0.20213,0.20213,0.20213,0.20213,0.20213,0,0.22,0.22,0.22,0.22,0.26,0.26,0.26,0.26,0.31,0.31,0.31,0.31,0.34,0.34,0.34,0.34,0.34,0.41,0.41,0.41,0.41
