"","1983-06-07","1983-09-02","1983-12-05","1984-03-05","1984-06-05","1984-08-31","1984-12-11","1985-03-04","1985-06-04","1985-09-03","1985-12-10","1986-03-10","1986-06-03","1986-09-03","1986-12-09","1987-03-04","1987-06-03","1987-09-02","1987-12-07","1988-03-04","1988-06-07","1988-09-02","1988-12-13","1989-03-06","1989-06-06","1989-09-01","1989-12-11","1990-03-05","1990-06-04","1990-08-31","1990-12-10","1991-03-04","1991-06-03","1991-09-03","1991-12-09","1992-03-04","1992-06-03","1992-09-02","1992-12-08","1993-03-04","1993-06-03","1993-09-02","1993-12-07","1994-03-04","1994-06-03","1994-09-02","1994-12-13","1995-03-06","1995-06-06","1995-09-06","1995-12-14","1996-03-06","1996-06-05","1996-09-05","1996-12-12","1997-03-05","1997-06-04","1997-09-05","1997-12-12","1998-03-04","1998-06-03","1998-09-04","1998-12-10","1999-03-08","1999-06-07","1999-09-07","1999-12-10","2000-03-08","2000-06-07","2000-09-06","2000-12-08","2001-03-07","2001-06-06","2001-09-05","2001-12-10","2002-03-06","2002-06-05","2002-09-05","2002-12-10","2003-03-06","2003-06-05","2003-09-05","2003-12-10","2004-03-08","2004-06-07","2004-09-07","2004-12-09","2005-03-08","2005-06-07","2005-09-07","2005-12-09","2006-03-08","2006-06-07","2006-09-06","2006-12-08","2007-03-07","2007-06-06","2007-09-05","2007-12-10","2008-03-06","2008-06-05","2008-09-05","2008-12-10","2009-03-06","2009-06-05","2009-09-04","2009-12-10","2010-03-08","2010-06-07","2010-09-07","2010-12-08","2011-03-08","2011-06-07","2011-09-07","2011-12-08","2012-03-07","2012-06-06","2012-09-05","2012-12-06","2013-03-06","2013-06-05","2013-09-05","2013-12-06","2014-03-06","2014-06-05","2014-09-05","2014-12-08","2015-03-06","2015-06-05","2015-09-04","2015-12-08","2016-03-08","2016-06-07","2016-09-07"
"Dividend",0.01794,0.01794,0.01794,0.01794,0.01794,0.01875,0.01875,0.01875,0.01875,0.01875,0.02063,0.02063,0.02063,0.02063,0.02313,0.02313,0.02313,0.02313,0.02688,0.02688,0.02688,0.02688,0.03125,0.03125,0.03125,0.03125,0.03375,0.03375,0.03375,0.03375,0.03625,0.03625,0.03625,0.03625,0.0375,0.0375,0.0375,0.0375,0.04125,0.04125,0.04125,0.04125,0.04625,0.04625,0.04625,0.04625,0.05125,0.05125,0.05125,0.05125,0.0575,0.0575,0.0575,0.0575,0.065,0.065,0.065,0.065,0.0725,0.0725,0.0725,0.072,0.085,0.085,0.085,0.085,0.093,0.093,0.093,0.093,0.095,0.095,0.095,0.095,0.098,0.098,0.098,0.098,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.215,0.215,0.215,0.215,0.245,0.245,0.245,0.245,0.285,0.285,0.285,0.285,0.33,0.33,0.33,0.33,0.37,0.37,0.37,0.37,0.41,0.41,0.41,0.41,0.45,0.45,0.45,0.45,0.495,0.495,0.495,0.495,0.545,0.545,0.545,0.545,0.6,0.6,0.6,0.6,0.66,0.66,0.66,0.66
