"","1999-10-13","2000-06-01","2000-10-11","2001-06-01","2001-06-06","2001-10-10","2002-06-05","2002-10-09","2003-06-04","2003-10-08","2004-06-02","2004-10-06","2005-06-08","2005-10-05","2006-05-31","2006-09-20","2007-05-30","2007-09-26","2008-05-21","2008-09-24","2011-10-26","2012-01-25","2012-04-25","2012-07-25","2012-10-24","2013-01-24","2013-05-01","2013-07-31","2013-10-30","2014-01-29","2014-04-30","2014-07-30","2014-10-29","2015-01-29","2015-04-30","2015-07-30","2015-10-29","2016-01-28","2016-04-27","2016-07-27"
"Dividend",0.08,0.42667,0.086,0.42667,0.43267,0.09467,0.47867,0.10733,0.62933,0.108,0.22533,0.13533,0.962,0.15,1.022,0.168,1.264,0.192,1.264,0.192,0.1,0.1,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.22,0.22,0.22,0.22,0.26,0.26
