"","1993-05-25","1993-08-26","1993-11-24","1994-02-23","1994-05-25","1994-08-26","1994-11-25","1995-02-23","1995-05-25","1995-08-30","1995-11-29","1996-02-28","1996-05-30","1996-08-29","1996-11-27","1997-02-27","1997-05-22","1997-07-10","1997-10-09","1998-01-15","1998-04-13","1998-07-14","1998-10-13","1999-01-14","1999-04-14","1999-07-14","1999-10-13","2000-01-10","2000-04-12","2000-07-05","2000-10-04","2001-01-10","2001-04-04","2001-07-03","2002-01-09","2002-04-03","2002-07-02","2002-10-02","2003-01-08","2003-04-09","2003-07-09","2003-10-08","2004-01-07","2004-04-06","2004-07-07","2004-10-06","2005-01-12","2005-04-13","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-04-11","2007-07-02","2007-07-11","2007-10-10","2008-01-09","2008-04-09","2008-07-09","2008-10-15","2009-01-28","2009-04-28","2009-07-29","2009-10-28","2010-01-27","2010-04-28","2010-07-28","2010-10-27","2011-01-27","2011-04-27","2011-07-27","2011-10-27","2012-01-27","2012-04-26","2012-07-27","2012-10-31","2013-02-01","2013-04-26","2013-07-29","2013-10-29","2014-01-29","2014-04-28","2014-07-29","2014-10-29","2015-01-28","2015-04-28","2015-07-29","2015-10-28","2016-01-27","2016-04-27","2016-07-27"
"Dividend",0.025,0.025,0.025,0.03125,0.03125,0.03125,0.03125,0.04,0.04,0.04,0.04,0.055,0.055,0.055,0.055,0.07,0.07,0.07,0.07,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,14.25,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.067,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.15,0.2
