"","1988-01-27","1988-04-27","1988-08-03","1988-11-02","1989-02-02","1989-05-03","1989-08-02","1989-11-01","1990-02-01","1990-05-02","1990-08-01","1990-10-31","1991-01-31","1991-05-01","1991-07-31","1991-10-30","1992-01-30","1992-04-29","1992-07-29","1992-10-28","1993-01-28","1993-04-28","1993-07-28","1993-10-27","1994-02-02","1994-04-28","1994-07-27","1994-10-26","1995-02-03","1995-04-26","1995-07-28","1995-10-31","1996-02-06","1996-04-30","1996-07-30","1996-10-15","1997-02-07","1997-04-29","1997-08-01","1997-10-31","1998-02-06","1998-05-01","1998-08-03","1998-10-30","1999-02-05","1999-04-30","1999-07-30","1999-10-29","2000-02-04","2000-04-28","2000-07-28","2000-10-31","2001-02-06","2001-05-01","2001-07-31","2002-02-08","2002-04-30","2002-07-30","2002-11-06","2003-02-10","2003-04-29","2003-08-01","2003-10-31","2004-02-06","2004-04-30","2004-07-30","2004-10-29","2005-02-01","2005-04-29","2005-07-29","2005-10-28","2006-01-30","2006-04-28","2006-07-28","2006-10-30","2007-01-30","2007-04-27","2007-07-30","2007-10-30","2008-01-30","2008-04-29","2008-07-30","2008-10-30","2009-01-29","2009-04-29","2009-07-30","2009-10-29","2010-01-28","2010-04-29","2010-07-29","2010-10-28","2011-01-28","2011-07-28","2011-10-28","2012-01-30","2012-04-27","2012-07-30","2012-10-31","2013-01-30","2013-04-29","2013-07-30","2013-10-30","2014-01-30","2014-04-29","2014-07-30","2014-10-30","2015-01-29","2015-04-29","2015-07-30","2015-10-29","2016-01-28","2016-04-28","2016-07-28"
"Dividend",0.08889,0.09481,0.09481,0.09481,0.09481,0.1037,0.1037,0.1037,0.1037,0.11259,0.11259,0.11259,0.11259,0.11852,0.11852,0.11852,0.11852,0.12444,0.12444,0.12444,0.12444,0.13333,0.13333,0.13333,0.13333,0.14222,0.14222,0.14222,0.14222,0.15111,0.15111,0.15111,0.15111,0.16,0.16,0.16,0.16,0.17333,0.17333,0.17333,0.17333,0.18667,0.18667,0.18667,0.18667,0.20667,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.225,0.225,0.225,0.225,0.225,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.158,0.158,0.158,0.158,0.175,0.175,0.175,0.175,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.33,0.33
