"","2002-05-20","2003-05-19","2004-05-24","2005-05-23","2006-05-22","2007-05-21","2008-05-19","2009-05-18","2010-05-24","2011-05-23","2012-05-21","2013-05-20","2014-05-19","2015-05-18","2016-05-23"
"Dividend",0.32032,0.32032,0.37752,0.49192,0.61776,0.858,0.936,0.15,0.25375,0.45,0.2,0.2,0.45,0.6,0.72
