"","2007-09-28","2008-01-10","2008-04-10","2008-07-11","2008-10-09","2009-01-09","2009-04-09","2009-09-09","2009-12-11","2010-03-05","2010-06-04","2010-09-02","2010-12-03","2011-03-04","2011-05-27","2011-08-30","2011-11-29","2012-02-28","2012-05-30","2012-08-29","2012-11-28","2013-02-27","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-25"
"Dividend",0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.29,0.29,0.29
