"","1999-08-10","1999-10-21","2000-01-20","2000-04-19","2000-07-20","2000-10-19","2001-01-18","2001-04-20","2001-07-27","2001-10-25","2002-01-17","2002-04-26","2002-07-26","2002-10-24","2002-12-26","2003-01-24","2003-04-25","2003-07-25","2003-10-23","2004-01-23","2004-04-23","2004-07-23","2004-10-21","2005-01-21","2005-04-22","2005-07-22","2005-10-20","2006-01-20","2006-04-21","2006-07-21","2006-10-19","2007-01-19","2007-04-20","2007-07-27","2007-10-25","2008-01-25","2008-04-25","2008-07-25","2008-10-23","2009-02-20","2009-05-21","2009-08-21","2009-11-30","2010-02-26","2010-05-27","2010-08-30","2010-11-30","2011-02-28","2011-05-27","2011-08-30","2011-11-29","2012-02-28","2012-05-29","2012-08-28","2012-11-28","2013-02-26","2013-05-28","2013-08-28","2013-11-27","2014-02-26","2014-05-28","2014-08-27","2014-11-28","2015-02-26","2015-05-28","2015-08-28","2015-11-30","2016-02-29","2016-05-27","2016-08-30"
"Dividend",0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.467,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.46,0.46,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.65,0.65,0.65,0.65,0.65,0.65
