"","2014-03-14","2014-06-06","2014-09-08","2014-12-08","2015-03-09","2015-06-08","2015-09-10","2015-12-16","2016-03-09","2016-06-08","2016-09-07"
"Dividend",0.3,0.3,0.3,0.3,0.3,0.36,0.36,0.36,0.38,0.38,0.38
