"","2012-03-28","2012-06-26","2012-09-25","2012-12-24","2013-03-26","2013-06-26","2013-09-25","2013-12-24","2014-03-26","2014-06-25","2014-09-24","2014-12-24","2015-03-04","2015-05-13","2015-09-28","2015-12-29","2016-03-29","2016-06-22","2016-09-21"
"Dividend",0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.24,0.24,0.24
