"","2012-07-19","2012-10-11","2013-02-19","2013-05-16","2013-08-14","2013-11-12","2014-02-13","2014-05-15","2014-08-13","2014-11-12","2015-02-12","2015-05-14","2015-08-13","2015-11-10","2016-02-11","2016-05-16","2016-08-16"
"Dividend",0.2,0.25,0.313,0.313,0.313,0.39,0.39,0.5,0.5,0.5,0.5,0.56,0.56,0.56,0.56,0.63,0.63
