"","2004-05-06","2004-07-21","2004-11-03","2005-02-04","2005-05-04","2005-08-03","2005-11-16","2006-02-07","2006-05-08","2006-07-28","2006-11-15","2007-02-12","2007-04-25","2007-07-25","2007-11-28","2008-02-13","2008-05-14","2008-08-06","2008-11-12","2009-02-11","2009-05-13","2009-08-12","2009-10-21","2010-02-10","2010-05-05","2010-08-04","2010-10-27","2011-02-09","2011-05-11","2011-08-03","2011-11-08","2012-02-08","2012-05-23","2012-08-08","2012-11-14","2012-12-06","2013-02-06","2013-05-15","2013-08-07","2013-11-13","2014-02-12","2014-05-14","2014-07-09","2014-11-12","2015-02-05","2015-02-11","2015-04-29","2015-08-12","2015-11-10","2016-02-10","2016-04-27","2016-08-10"
"Dividend",0.1,0.1,0.1,0.1,0.115,0.115,0.115,0.115,0.13,0.13,0.13,0.13,0.145,0.145,0.145,0.145,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.205,0.205,0.205,0.205,0.24,0.24,0.24,0.24,0.275,0.275,0.275,7,0.275,0.31,0.31,0.31,0.31,0.355,0.355,0.355,5,0.355,0.4,0.4,0.4,0.4,0.45,0.45
