"","1990-06-05","1990-09-04","1990-12-04","1991-03-04","1991-06-04","1991-12-04","1992-03-04","1992-06-04","1992-09-03","1992-12-04","1993-03-04","1993-06-04","1993-09-03","1993-12-06","1994-03-04","1994-06-06","1994-09-02","1994-12-05","1995-03-06","1995-06-06","1995-09-06","1995-12-06","1996-03-07","1996-06-06","1996-09-06","1996-12-06","1997-03-06","1997-06-06","1997-09-08","1997-12-08","1998-03-06","1998-06-08","1998-09-08","1998-12-08","1999-03-08","1999-06-08","1999-09-08","1999-12-08","2000-03-08","2000-06-07","2000-09-06","2000-12-06","2001-03-07","2001-06-06","2001-09-06","2001-12-06","2002-03-06","2002-06-06","2002-09-06","2002-12-06","2003-03-06","2003-06-06","2003-09-08","2003-12-08","2004-03-08","2004-06-08","2004-09-08","2004-12-08","2005-03-08","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-06","2006-12-06","2007-03-07","2007-06-06","2007-09-06","2007-12-06","2008-03-06","2008-06-06","2008-09-08","2008-12-08","2009-03-06","2009-06-08","2009-09-08","2009-12-08","2010-03-08","2010-06-08","2010-09-08","2010-12-08","2011-03-08","2011-06-08","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-05","2012-12-05","2013-03-06","2013-06-05","2013-09-04","2013-12-04","2014-03-05","2014-06-04","2014-09-03","2014-12-03","2015-03-04","2015-06-03","2015-09-02","2015-12-02","2016-03-02","2016-06-01","2016-08-31"
"Dividend",0.03167,0.03167,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.04617,0.04625,0.04625,0.04625,0.055,0.055,0.055,0.055,0.065,0.065,0.065,0.065,0.0775,0.07625,0.0775,0.0775,0.09,0.09,0.09,0.09,0.105,0.105,0.105,0.105,0.105,0.105,0.12,0.12,0.0675,0.135,0.135,0.135,0.155,0.155,0.155,0.155,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.33,0.33,0.33,0.33,0.36,0.36,0.36,0.36,0.36,0.38
