"","2001-11-15","2002-02-19","2002-05-16","2002-08-15","2002-11-14","2003-02-12","2003-05-15","2003-08-14","2003-11-13","2004-02-11","2004-05-14","2004-08-19","2004-11-18","2005-02-16","2005-05-19","2005-08-18","2005-11-22","2006-02-15","2006-05-18","2006-08-17","2006-11-16","2007-02-23","2007-05-17","2007-08-01","2007-08-16","2007-11-15","2008-02-13","2008-05-15","2008-08-14","2008-11-20","2009-02-12","2009-05-14","2009-05-27","2009-08-20","2009-11-19","2010-02-10","2010-05-20","2010-08-20","2010-11-18","2011-02-16","2011-05-20","2011-08-18","2011-11-17","2012-02-15","2012-05-17","2012-08-17","2012-11-15","2013-02-13","2013-05-16","2013-08-15","2013-11-14","2014-02-13","2014-05-15","2014-08-14","2014-11-13","2015-02-12","2015-05-14","2015-08-13","2015-11-12","2016-02-18","2016-05-19","2016-08-18"
"Dividend",0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.0125,0.0125,0.0125,0.025,0.025,0.025,0.6985,0.025,0.0375,0.0375,0.0375,0.0375,0.05,0.05,0.05,0,0.06,0.08,0.08,0.08,0.08,0.1,0.1,0.115,0.115,0.13,0.13,0.13,0.13,0.21,0.21,0.21,0.21,0.235,0.235,0.235,0.235,0.29,0.29,0.29,0.29,0.34,0.34,0.34,0.34
