"","1996-05-20","1996-08-26","1997-04-01","1997-08-13","1998-04-01","1998-09-02","1999-04-01","1999-09-01","2000-04-05","2000-09-06","2001-03-28","2001-09-05","2002-04-03","2002-08-28","2003-04-02","2003-08-13","2004-03-31","2004-09-22","2005-03-30","2005-09-07","2006-03-29","2006-09-06","2007-04-25","2007-09-19","2008-03-18","2008-05-19","2008-08-18","2008-11-24","2009-02-23","2009-05-18","2009-08-17","2009-11-16","2010-02-19","2010-05-20","2010-08-19","2010-11-17","2011-02-18","2011-05-18","2011-08-18","2011-11-16","2012-02-21","2012-05-16","2012-08-20","2012-11-15","2013-02-19","2013-05-15","2013-08-19","2013-11-15","2014-02-18","2014-05-14","2014-08-19","2014-11-14","2015-02-17","2015-05-13","2015-08-18","2015-11-13","2016-02-16","2016-05-11","2016-08-16"
"Dividend",0.1224,0.0616,0.0464,0.081,0.1458,0.098,0.178,0.1244,0.194,0.1292,0.193,0.144,0.205,0.17,0.236,0.161,0.238,0.089,0.188,0.145,0.191,0.154,0.208,0.164,0.22,0.1,0.1,0.1,0.1,0.103,0.103,0.103,0.103,0.11,0.11,0.11,0.11,0.123,0.123,0.123,0.123,0.173,0.173,0.173,0.172,0.225,0.225,0.225,0.225,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.28,0.28
