"","2008-05-22","2009-05-11","2010-05-13","2011-05-16","2012-05-14","2013-05-20","2014-05-16","2014-05-19","2015-05-21","2016-05-17"
"Dividend",0.66,0.7,0.5522,0.86,0.95,1.1,1.25,1.25,0.44,0.55
