"","2002-11-06","2003-11-05","2004-11-09","2005-11-15","2006-11-20","2007-11-14","2008-11-12","2009-11-10","2010-11-17","2011-11-08","2012-03-08","2012-05-31","2012-09-04","2012-12-06","2013-03-07","2013-05-30","2013-09-03","2013-12-05","2014-03-06","2014-06-05","2014-09-04","2014-12-04","2015-03-05","2015-06-04","2015-09-02","2015-12-03","2016-03-03","2016-06-02","2016-08-31"
"Dividend",0.25,0.45,0.55,0.65,0.8,0.9,0.45,0.5,0.55,0.7,0.18,0.18,0.21,0.21,0.23,0.23,0.26,0.26,0.28,0.32,0.34,0.34,0.36,0.38,0.38,0.38,0.38,0.39,0.41
