"","2007-02-14","2007-05-09","2007-08-15","2007-11-14","2008-02-13","2008-05-14","2008-08-13","2008-11-12","2009-02-11","2009-05-13","2009-08-12","2009-11-10","2010-02-10","2010-05-12","2010-08-11","2010-11-09","2011-02-09","2011-05-11","2011-08-10","2011-11-08","2012-02-08","2012-05-09","2012-08-08","2012-11-07","2013-02-13","2013-05-08","2013-08-07","2013-11-06","2014-02-12","2014-05-07","2014-08-08","2014-11-13","2015-02-11","2015-05-11","2015-08-10","2015-11-10","2016-02-10","2016-05-11","2016-08-10"
"Dividend",0.22,0.22,0.22,0.22,0.23,0.23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.28,0.28,0.28,0.28,0.305,0.305,0.305,0.305,0.305,0.335,0.335,0.335,0.37,0.37,0.37,0.37,0.37,0.405,0.405,0.405
