"","1982-01-26","1982-04-27","1982-07-27","1982-10-26","1983-02-01","1983-04-26","1983-07-26","1983-11-01","1984-01-31","1984-05-01","1984-07-31","1984-10-30","1985-01-29","1985-04-30","1985-07-30","1985-10-29","1986-01-28","1986-04-29","1986-07-29","1986-10-28","1987-01-27","1987-04-28","1987-07-28","1987-10-27","1988-01-26","1988-04-26","1988-07-26","1988-11-01","1989-01-31","1989-04-25","1989-08-01","1989-10-31","1990-01-30","1990-05-01","1990-07-31","1990-10-30","1991-01-29","1991-04-30","1991-07-30","1991-10-29","1992-01-28","1992-04-28","1992-07-28","1992-10-27","1993-01-26","1993-04-27","1993-07-27","1993-10-26","1994-02-01","1994-04-26","1994-07-26","1994-11-01","1995-01-31","1995-04-25","1995-08-03","1995-11-02","1996-02-01","1996-05-02","1996-08-01","1996-10-31","1997-01-30","1997-05-01","1997-07-31","1997-10-30","1998-01-29","1998-04-30","1998-07-30","1998-10-29","1999-01-28","1999-04-29","1999-07-29","1999-10-28","2000-02-03","2000-04-27","2000-08-03","2000-11-02","2001-02-01","2001-04-03","2001-05-03","2001-08-02","2001-11-01","2002-01-31","2002-05-02","2002-08-01","2002-10-31","2003-01-30","2003-05-01","2003-07-31","2003-10-30","2004-01-29","2004-04-29","2004-07-29","2004-10-28","2005-02-03","2005-04-28","2005-07-28","2005-11-03","2006-02-02","2006-04-27","2006-08-03","2006-11-02","2007-02-01","2007-05-03","2007-08-02","2007-11-01","2008-01-31","2008-05-01","2008-07-31","2008-10-30","2009-01-29","2009-04-30","2009-07-30","2009-10-29","2010-01-28","2010-04-29","2010-07-29","2010-10-28","2011-02-03","2011-04-28","2011-07-28","2011-11-03","2012-02-02","2012-05-03","2012-08-02","2012-11-01","2013-01-31","2013-05-02","2013-08-01","2013-10-31","2014-01-30","2014-05-01","2014-07-31","2014-10-30","2015-02-12","2015-05-14","2015-08-13","2015-11-12","2016-02-11","2016-05-12","2016-08-11"
"Dividend",0.12371,0.12371,0.12982,0.12982,0.12982,0.12982,0.12982,0.13745,0.13745,0.13745,0.13745,0.14662,0.14662,0.14662,0.14662,0.15578,0.15578,0.15578,0.15578,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.16342,0.168,0.168,0.168,0.168,0.17411,0.17411,0.17411,0.17411,0.18022,0.18022,0.18022,0.18022,0.18632,0.18632,0.18632,0.18632,0.19243,0.19243,0.19243,0.19243,0.19854,0.19854,0.19854,0.19854,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0.20465,0,0.335,0.335,0.335,0.335,0.335,0.343,0.343,0.343,0.342,0.35,0.35,0.35,0.35,0.358,0.358,0.358,0.373,0.373,0.373,0.373,0.388,0.388,0.388,0.388,0.403,0.403,0.403,0.403,0.42,0.42,0.42,0.42,0.438,0.438,0.438,0.438,0.455,0.455,0.455,0.455,0.473,0.473,0.473,0.473,0.49,0.49,0.49,0.49,0.507,0.507,0.507,0.507,0.525,0.525,0.525,0.525,0.543,0.543,0.543,0.543,0.56,0.56
