"","2011-03-29","2011-07-05","2011-10-04","2012-01-03","2012-04-03","2012-07-02","2012-10-02","2012-11-27","2013-04-04","2013-07-01","2013-10-01","2014-01-02","2014-04-01","2014-07-02","2014-09-30","2015-01-02","2015-03-31","2015-07-01","2015-10-01","2016-01-04","2016-04-04","2016-07-05"
"Dividend",0.06,0.06,0.06,0.06,0.08,0.08,0.14,0.14,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.26,0.26
