"","2002-05-21","2003-04-17","2003-08-18","2004-04-29","2004-08-06","2005-04-28","2005-08-12","2006-04-27","2006-05-25","2006-08-11","2007-04-26","2007-08-09","2007-10-18","2008-04-24","2008-08-14","2008-10-16","2015-05-13","2015-08-07","2016-04-26","2016-04-27","2016-08-05"
"Dividend",12.5,0.49,0.48,0.3675,0.49,0.58,0.54,0.64,38.5,0.59,0.73,0.66,6,0.697,0.629,10,0.12,0.24,0.41,0.41,0.24
