"","1988-02-29","1988-08-29","1988-11-28","1989-02-27","2006-03-01","2006-05-31","2006-08-30","2006-11-29","2007-02-28","2007-05-30","2007-09-05","2007-12-05","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-03","2009-09-02","2009-12-02","2010-03-03","2010-06-02","2010-09-01","2010-12-01","2011-03-02","2011-06-01","2011-08-31","2011-11-30","2012-02-29","2012-05-30","2012-08-29","2012-11-28","2013-02-27","2013-06-05","2013-09-04","2013-12-04","2014-03-05","2014-06-04","2014-09-03","2014-12-03","2015-03-04","2015-06-03","2015-09-02","2015-12-02","2016-03-02","2016-06-01","2016-08-31"
"Dividend",0.00438,0.00469,0.00469,0.005,0.075,0.075,0.075,0.075,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.16,0.16
