"","2005-05-02","2006-05-02","2007-04-30","2008-04-28","2009-05-13","2010-05-03","2011-05-02","2012-04-30","2013-04-29","2015-05-28","2016-05-02"
"Dividend",0.55,0.95,1,1.35,1.4,1.4,1.5,1.65,1.9,2.25,2.5
