"","1999-01-27","2000-09-14","2000-12-27","2001-04-30","2001-07-11","2001-09-19","2001-12-12","2002-02-20","2002-05-22","2002-08-22","2002-12-13","2003-02-28","2003-05-29","2003-08-28","2003-12-30","2004-03-11","2004-06-03","2004-09-16","2004-12-30","2005-03-22","2005-06-02","2005-09-16","2005-12-29","2006-03-03","2006-06-05","2006-09-14","2006-12-28","2007-03-16","2007-06-14","2007-09-13","2007-12-05","2008-03-04","2008-06-02","2008-09-17","2008-12-17","2009-03-16","2009-06-05","2009-09-09","2009-12-14","2010-03-10","2010-06-09","2010-09-15","2010-12-15","2011-03-09","2011-06-08","2011-07-05","2011-09-09","2011-12-13","2012-03-07","2012-06-06","2012-09-07","2012-12-13","2013-03-06","2013-06-03","2013-09-11","2013-12-12","2014-03-05","2014-06-04","2014-09-10","2014-12-18","2015-01-20","2015-03-04","2015-06-03","2015-09-11","2015-12-17","2016-03-03","2016-06-02","2016-09-13"
"Dividend",0.39,0.62,0.29,0.22,0.22,0.22,0.26,0.238,0.238,0.238,0.238,0.268,0.268,0.268,0.268,0.325,0.325,0.325,0.325,0.36,0.36,0.36,0.36,0.395,0.395,0.395,0.395,0.475,0.475,0.475,0.475,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.535,0.535,0.535,0.535,0.575,0.575,0.126,0.449,0.575,0.62,0.62,0.62,0.62,0.67,0.67,0.67,0.725,0.725,0.725,0.725,0.79,0.211,0.579,0.79,0.73,0.73,0.73,0.73,0.73
