"","2009-07-01","2009-09-15","2009-12-29","2010-03-22","2010-06-23","2010-09-22","2010-12-15","2011-03-16","2011-06-15","2011-09-21","2011-12-15","2012-03-14","2012-06-21","2012-09-13","2012-12-13","2013-03-11","2013-06-20","2013-09-12","2013-12-12","2014-03-13","2014-06-19","2014-09-11","2014-12-11","2015-03-12","2015-06-18","2015-09-10","2015-12-10","2016-03-10","2016-06-16","2016-09-15"
"Dividend",0.3,0.2,0.2,0.225,0.225,0.225,0.225,0.26,0.26,0.26,0.26,0.3,0.3,0.3,0.3,0.34,0.34,0.34,0.34,0.375,0.375,0.375,0.375,0.412,0.413,0.413,0.413,0.413,0.413,0.413
