"","1997-12-16","1998-03-16","1998-06-26","1998-09-14","1998-12-29","1999-03-29","1999-07-01","1999-10-01","1999-12-15","2000-04-03","2000-06-30","2000-10-02","2000-12-08","2001-04-02","2001-07-02","2001-10-02","2001-12-12","2002-04-02","2002-07-02","2002-10-02","2002-12-18","2003-04-02","2003-07-01","2003-10-01","2003-12-18","2004-04-01","2004-06-30","2004-10-01","2004-12-21","2005-04-01","2005-07-01","2005-10-03","2005-12-20","2006-04-04","2006-07-05","2006-10-04","2006-12-20","2007-04-03","2007-07-03","2007-10-03","2007-12-19","2008-04-02","2008-07-01","2008-10-02","2009-04-02","2009-07-01","2009-10-01","2009-12-21","2010-03-31","2010-07-01","2010-10-01","2010-12-21","2011-02-10","2011-05-12","2011-09-15","2011-12-15","2012-03-08","2012-06-07","2012-09-12","2012-12-13","2013-03-08","2013-06-07","2013-09-12","2013-12-16","2014-03-10","2014-06-09","2014-09-17","2014-12-15","2015-03-16","2015-06-09","2015-09-16","2015-12-11","2016-03-16","2016-06-09","2016-09-15"
"Dividend",0.134,0.342,0.342,0.342,0.342,0.35,0.35,0.35,0.35,0.37,0.37,0.37,0.37,0.395,0.395,0.395,0.395,0.41,0.41,0.41,0.41,0.415,0.415,0.415,0.415,0.425,0.425,0.425,0.425,0.44,0.44,0.44,0.44,0.46,0.46,0.46,0.46,0.5,0.5,0.5,0.5,0.52,0.52,0.52,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.33,0.33,0.33,0.33,0.36,0.36,0.4,0.4,0.42,0.42,0.42
