"","1985-08-19","1985-11-19","1986-02-24","1986-05-19","1986-08-18","1986-11-05","1987-02-23","1987-05-18","1987-08-19","1987-11-16","1988-02-24","1988-05-19","1988-08-19","1988-11-18","1989-02-21","1989-05-19","1989-08-21","1989-11-20","1990-02-20","1990-05-21","1990-08-20","1990-11-19","1991-02-22","1991-05-20","1991-08-20","1991-11-14","1992-02-20","1992-05-18","1992-08-20","1992-11-16","1993-02-22","1993-05-17","1993-08-20","1993-11-15","1994-02-18","1994-05-17","1994-08-22","1994-11-15","1995-02-17","1995-05-17","1995-08-23","1995-11-17","1996-02-21","1996-05-21","1996-08-21","1996-11-19","1997-02-20","1997-05-21","1997-08-21","1997-11-19","1998-02-20","1998-05-20","1998-08-21","1998-11-19","1999-02-22","1999-05-20","1999-08-23","1999-11-18","2000-02-23","2000-05-23","2000-08-23","2000-11-20","2001-02-21","2001-05-23","2001-08-22","2001-11-20","2002-02-21","2002-05-22","2002-08-21","2002-11-20","2003-02-21","2003-05-21","2003-08-21","2003-11-21","2004-02-23","2004-05-21","2004-08-23","2004-11-22","2005-02-23","2005-05-23","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-23","2006-11-20","2007-02-21","2007-05-23","2007-08-22","2007-11-19","2008-02-21","2008-05-21","2008-08-21","2008-11-21","2009-02-23","2009-05-20","2009-08-21","2009-11-23","2010-02-23","2010-05-21","2010-08-23","2010-11-22","2011-02-23","2011-05-23","2011-08-23","2011-11-22","2012-02-22","2012-05-23","2012-08-22","2012-11-20","2013-02-21","2013-05-22","2013-08-21","2013-11-21","2014-02-21","2014-05-21","2014-08-21","2014-11-21","2015-02-23","2015-05-21","2015-08-21","2015-11-23","2016-02-23","2016-05-23","2016-08-23"
"Dividend",0.02917,0.03125,0.03125,0.03125,0.03375,0.03375,0.03375,0.03375,0.03875,0.03875,0.03875,0.03875,0.04375,0.04375,0.04375,0.04375,0.04875,0.04875,0.04875,0.04875,0.09375,0.05625,0.05625,0.05625,0.06125,0.06125,0.06125,0.06125,0.0675,0.0675,0.0675,0.0675,0.075,0.075,0.075,0.075,0.08125,0.08125,0.08125,0.08125,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.1515,0.1515,0.1515,0.1515,0.164,0.164,0.164,0.164,0.1975,0.1975,0.1975,0.1975,0.22,0.22,0.22,0.22,0.245,0.245,0.245,0.245,0.27,0.27,0.27,0.27,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.32,0.32,0.32,0.32,0.345,0.345,0.345,0.345,0.38,0.38,0.38,0.42,0.42,0.42,0.485,0.485,0.485,0.485,0.535,0.535,0.535,0.535,0.583,0.583,0.583,0.583,0.618
