"","1983-08-15","1983-11-14","1984-02-10","1984-05-14","1984-08-14","1984-11-14","1985-02-13","1985-05-14","1985-08-14","1985-11-14","1986-02-13","1986-05-14","1986-08-14","1986-11-14","1987-02-13","1987-05-14","1987-08-14","1987-11-16","1988-02-12","1988-05-16","1988-08-15","1988-11-14","1989-02-13","1989-05-15","1989-08-14","1989-11-14","1990-02-13","1990-05-14","1990-08-14","1990-11-14","1991-02-13","1991-05-14","1991-08-14","1991-11-14","1992-02-13","1992-05-14","1992-08-14","1992-11-16","1993-02-12","1993-05-14","1993-08-16","1993-11-15","1994-02-14","1994-05-16","1994-08-15","1994-11-14","1995-02-13","1995-05-15","1995-08-16","1995-11-16","1996-02-15","1996-05-16","1996-08-16","1996-11-04","1996-11-18","1997-02-18","1997-05-16","1997-08-18","1997-11-18","1998-02-18","1998-05-18","1998-07-01","1998-08-18","1998-11-18","1999-02-17","1999-05-18","1999-08-18","1999-11-17","2000-02-16","2000-05-17","2000-08-16","2007-03-06","2007-05-29","2007-08-29","2007-11-28","2008-02-27","2008-05-28","2008-08-27","2008-11-25","2009-03-04","2009-05-27","2009-08-27","2009-11-24","2010-03-01","2010-05-26","2010-08-27","2010-11-24","2011-02-24","2011-05-25","2011-08-29","2011-11-23","2012-02-24","2012-05-24","2012-08-29","2012-11-26","2013-02-25","2013-05-24","2013-08-29","2013-11-25","2014-02-21","2014-05-27","2014-08-25","2014-11-24","2015-02-20","2015-05-26","2015-08-24","2015-11-23","2016-02-23","2016-05-23","2016-08-22"
"Dividend",0.1,0.1,0.1,0.1175,0.1175,0.1175,0.1175,0.1375,0.1375,0.1375,0.1375,0.16,0.16,0.16,0.16,0.1875,0.1875,0.1875,0.1875,0.2175,0.2175,0.2175,0.2175,0.25,0.25,0.25,0.25,0.265,0.265,0.265,0.265,0.27,0.27,0.27,0.27,0.285,0.285,0.285,0.285,0.305,0.305,0.305,0.305,0.325,0.325,0.325,0.325,0.33,0.33,0.33,0.33,0.33,0.125,18.375,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1,0.0925,0.0875,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.38,0.38,0.38,0.38,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.44,0.463,0.463,0.463,0.463,0.483,0.483,0.483
