"","1987-11-20","1988-02-22","1988-05-23","1988-08-22","1988-12-05","1989-02-21","1989-05-22","1989-08-21","1989-11-17","1990-02-22","1990-05-21","1990-08-20","1990-11-16","1991-02-25","1991-05-24","1991-08-26","1991-11-22","1992-02-24","1992-05-22","1992-08-24","1992-11-20","1993-02-22","1993-05-24","1993-08-23","1993-11-19","1994-02-18","1994-05-23","1994-08-22","1994-11-18","1995-02-17","1995-05-22","1995-08-23","1995-11-21","1996-02-28","1996-05-29","1996-08-28","1996-11-26","1997-02-19","1997-05-28","1997-08-27","1997-11-25","1998-02-25","1998-05-27","1998-08-19","1998-11-24","1999-02-24","1999-05-26","1999-08-25","1999-11-23","2000-02-23","2000-05-17","2000-08-23","2000-11-21","2001-02-28","2001-05-23","2001-08-22","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-11","2003-12-11","2004-03-11","2004-06-14","2004-09-13","2004-12-13","2005-03-11","2005-06-13","2005-09-13","2005-12-13","2006-03-13","2006-06-13","2006-09-13","2006-12-13","2007-03-13","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-11","2008-09-11","2008-12-11","2009-03-11","2009-06-11","2009-09-11","2009-12-11","2010-03-11","2010-06-11","2010-09-13","2010-12-13","2011-03-11","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-06","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-11","2014-12-11","2015-03-11","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.0175,0.02,0.02,0.02,0.02,0.0225,0.0225,0.02375,0.02375,0.02625,0.02625,0.02625,0.02625,0.02625,0.02625,0.0275,0.0275,0.0275,0.0275,0.03,0.03,0.0325,0.0325,0.035,0.035,0.0375,0.0375,0.04,0.04,0.045,0.045,0.05,0.05,0.055,0.055,0.06,0.06,0.065,0.065,0.07,0.07,0.075,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.34,0.34
