"","1982-03-01","1982-05-28","1982-08-30","1982-11-29","1983-03-01","1983-05-27","1983-08-29","1983-11-28","1984-02-29","1984-05-29","1984-08-27","1984-12-03","1985-03-04","1985-05-28","1985-08-26","1985-12-02","1986-03-04","1986-05-23","1986-08-25","1986-12-01","1987-03-03","1987-05-26","1987-08-24","1987-11-30","1988-02-29","1988-05-27","1988-08-22","1988-11-28","1989-02-27","1989-05-26","1989-08-21","1989-11-27","1990-02-26","1990-05-25","1990-08-20","1990-11-26","1991-02-25","1991-05-24","1991-08-19","1991-11-22","1992-03-09","1992-05-22","1992-08-24","1992-11-30","1993-03-08","1993-05-24","1993-08-23","1993-11-29","1994-02-28","1994-05-27","1994-08-22","1994-11-28","1995-02-27","1995-05-26","1995-08-23","1995-11-29","1996-02-28","1996-05-29","1996-08-21","1996-12-04","1997-03-05","1997-05-28","1997-08-20","1997-12-03","1998-03-12","1998-06-03","1998-08-26","1998-12-09","1999-03-10","1999-06-09","1999-08-25","1999-12-08","2000-03-08","2000-06-07","2000-08-23","2000-12-06","2001-03-07","2001-04-24","2001-06-06","2001-08-22","2001-12-12","2002-03-13","2002-04-29","2002-06-05","2002-08-21","2002-12-11","2003-03-12","2003-06-11","2003-08-20","2003-12-10","2004-03-10","2004-06-09","2004-08-25","2004-12-08","2005-03-09","2005-06-08","2005-08-24","2005-12-07","2006-03-08","2006-06-07","2006-08-23","2006-12-06","2007-03-07","2007-05-23","2007-08-22","2007-12-12","2008-03-12","2008-06-11","2008-08-20","2008-12-10","2009-03-11","2009-06-10","2009-08-26","2009-12-09","2010-03-10","2010-06-09","2010-08-25","2010-12-08","2011-03-09","2011-06-08","2011-08-24","2011-12-07","2012-01-03","2012-03-07","2012-06-06","2012-08-22","2012-12-05","2013-03-06","2013-06-05","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-10","2014-12-10","2015-03-11","2015-06-10","2015-09-22","2015-12-09","2016-03-10","2016-06-16","2016-09-07"
"Dividend",0.03742,0.03742,0.03742,0.03742,0.03742,0.03742,0.03742,0.03742,0.03742,0.03742,0.03742,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.04365,0.0474,0.0474,0.0474,0.0474,0.0474,0.0474,0.0474,0.05238,0.05238,0.05238,0.05238,0.05238,0.06735,0.06735,0.06735,0.06735,0.08481,0.08481,0.08481,0.09729,0.09729,0.09729,0.09729,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0.11225,0,0.12228,0.14674,0.16304,0.16304,0.16304,0.16304,0.00815,0.00815,0.00815,0.00815,0.00815,0.00815,0.00815,0.00815,0.00815,0.04076,0.04076,0.04076,0.06114,0.06114,0.06114,0.07337,0.07337,0.07337,0.07337,0.08152,0.08152,0.08152,0.08152,0.08967,0.08967,0.08967,0.08967,0.08967,0.08967,0.08967,0.08967,0.1019,0.1019,0.1019,0.1019,0.16304,0.16304,0.2038,0,0.259,0.3,0.313,0.325,0.339,0.352,0.366,0.38,0.403,0.425,0.56,0.57,0.58,0.59,0.64,0.64,0.64,0.64,0.2
