"","2008-08-13","2008-11-12","2009-02-11","2009-05-13","2009-08-12","2009-11-12","2010-02-10","2010-05-12","2010-08-11","2010-11-17","2011-02-09","2011-05-18","2011-08-17","2011-11-16","2012-02-15","2012-05-16","2012-08-15","2012-11-14","2013-02-13","2013-05-15","2013-08-14","2013-11-13","2014-02-12","2014-05-14","2014-08-13","2014-11-12","2015-02-11","2015-05-13","2015-08-12","2015-11-10","2016-02-17","2016-05-11","2016-08-17"
"Dividend",0.02625,0.02625,0.02625,0.02625,0.02625,0.03125,0.03125,0.03125,0.03125,0.0375,0.0375,0.0375,0.0375,0.055,0.055,0.055,0.055,0.0825,0.0825,0.0825,0.0825,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14
