"","2000-11-15","2001-02-13","2001-05-16","2001-08-17","2001-11-15","2002-02-13","2002-05-16","2002-08-16","2002-11-14","2003-02-12","2003-05-15","2003-08-15","2003-11-13","2004-02-12","2004-05-14","2004-08-16","2004-11-15","2005-02-10","2005-05-12","2005-08-12","2005-11-09","2006-02-09","2006-05-11","2006-08-14","2006-11-13","2007-02-08","2007-05-11","2007-08-14","2007-11-13","2008-02-13","2008-05-14","2008-08-13","2008-09-26","2008-11-17","2009-02-11","2009-05-13","2009-08-12","2009-11-10","2010-02-10","2010-05-12","2010-08-11","2010-11-09","2011-02-09","2011-05-11","2011-08-10","2011-11-08","2012-02-08","2012-05-09","2012-08-08","2012-11-14","2013-02-13","2013-05-15","2013-08-14","2013-11-13","2014-02-12","2014-05-14","2014-08-13","2014-11-12","2015-02-11","2015-05-13","2015-08-12","2015-11-10","2016-02-10","2016-05-11","2016-08-10"
"Dividend",0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.32,0.32,5,0.32,0.32,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.44,0.44,0.48,0.48,0.48,0.48,0.52,0.52,0.52,0.52,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.64,0.67,0.67,0.67,0.67,0.75
