"","1985-07-02","1985-10-02","1986-01-03","1986-04-02","1986-07-01","1986-10-01","1987-01-02","1987-04-01","1987-06-30","1987-09-30","1987-12-31","1988-03-29","1988-06-28","1988-09-28","1988-12-29","1989-04-04","1989-06-30","1989-10-03","1990-01-03","1990-04-03","1990-07-03","1990-10-03","1991-01-03","1991-04-04","1991-07-03","1991-10-03","1992-01-03","1992-04-02","1992-07-01","1992-10-01","1992-12-31","1993-04-02","1993-07-01","1993-10-01","1994-01-03","1994-06-30","1994-09-30","1994-12-30","1995-04-03","1995-07-05","1995-10-11","1996-01-10","1996-04-08","1996-07-08","1996-10-07","1997-01-06","1997-04-08","1997-07-08","1997-10-08","1997-12-31","1998-03-31","1998-04-07","1998-07-08","1998-10-07","1999-01-06","1999-04-07","1999-07-07","1999-10-06","2000-01-05","2000-04-05","2000-07-05","2000-10-04","2001-01-03","2001-04-04","2001-07-03","2001-10-03","2002-01-02","2002-04-10","2002-07-02","2002-10-09","2002-12-31","2003-04-09","2003-07-02","2003-10-08","2003-12-30","2004-04-07","2004-07-08","2004-10-06","2004-12-30","2005-04-07","2005-10-05","2005-12-28","2006-04-06","2006-07-06","2006-10-04","2006-12-28","2007-04-04","2007-07-05","2007-10-04","2007-12-27","2008-04-03","2008-07-02","2008-10-02","2008-12-18","2009-04-02","2009-07-01","2009-10-01","2009-12-28","2010-03-31","2010-07-01","2010-10-07","2010-12-22","2011-04-07","2011-07-07","2011-10-06","2011-12-22","2012-04-04","2012-07-05","2012-10-04","2012-12-12","2013-07-03","2013-10-04","2014-01-03","2014-04-04","2014-07-03","2014-10-08","2015-01-08","2015-04-09","2015-07-09","2015-10-09","2016-01-07","2016-04-07","2016-07-07"
"Dividend",0.03906,0.039,0.04125,0.04125,0.04125,0.04125,0.045,0.045,0.045,0.045,0.0525,0.0525,0.0525,0.0525,0.0575,0.0575,0.0575,0.0575,0.0625,0.0625,0.0625,0.0625,0.0725,0.0725,0.0725,0.0725,0.0875,0.0975,0.0975,0.0975,0.11,0.125,0.125,0.125,0.14,0.14,0.14,0.155,0.155,0.155,0.155,0.1725,0.1725,0.1725,0.1725,0.1925,0.192,0.192,0.192,0.21,2.531,0.21,0.21,0.21,0.225,0.225,0.226,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.25,0.25,0.275,0.275,0.275,0.275,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.58,0.29,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312
