"","2002-06-07","2002-07-01","2003-06-10","2003-06-12","2004-06-11","2005-05-30","2005-06-08","2006-05-31","2006-06-09","2007-05-24","2007-06-08","2008-05-26","2009-05-20","2010-05-19","2011-05-20","2012-05-30","2013-05-21","2014-05-20","2015-05-20","2016-06-02"
"Dividend",1.5,1.2,1.65,1.2,1.7,2,2,2.6,2.5,3.1,0.95,3.35,1,1.5,2.1,1.2,1.5,1.5,1.5,2.31
