"","1997-12-10","1998-03-10","1998-06-08","1998-09-08","1998-12-16","1999-03-04","1999-06-08","1999-09-08","1999-12-08","2000-03-06","2000-06-08","2000-09-06","2000-12-06","2001-03-07","2001-06-08","2001-09-05","2001-12-05","2002-03-07","2002-06-05","2002-09-04","2002-12-04","2003-03-05","2003-06-04","2003-09-03","2003-12-03","2004-03-11","2004-06-02","2004-09-01","2004-12-01","2005-03-09","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-06","2006-12-06","2007-03-07","2007-06-06","2007-09-05","2007-12-05","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-03","2009-09-02","2009-12-02","2010-03-03","2010-06-02","2010-09-01","2010-12-10","2010-12-16","2011-03-02","2011-06-01","2011-08-31","2011-12-16","2012-02-29","2012-05-30","2012-09-05","2012-12-13","2013-02-27","2013-06-05","2013-09-04","2013-12-13","2014-03-05","2014-06-04","2014-09-03","2014-12-11","2015-03-04","2015-06-03","2015-09-02","2015-12-10","2016-03-02","2016-06-01","2016-08-31"
"Dividend",0.015,0.015,0.015,0.015,0.0175,0.0175,0.0175,0.0175,0.02,0.02,0.02,0.02,0.025,0.025,0.025,0.025,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.075,0.075,0.075,0.075,0.13,0.13,0.13,0.13,0.18,0.18,0.18,0.18,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.33,0.33,0.33,0.33,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.38,0.38,0.38,0.38,0.43,0.43,0.43,0.43
