"","2010-03-30","2010-07-07","2010-10-06","2011-01-07","2011-04-07","2011-07-07","2011-10-06","2012-01-09","2012-04-09","2012-07-09","2012-10-09","2012-12-13","2013-04-10","2013-07-09","2013-10-09","2014-01-08","2014-04-09","2014-07-09","2014-10-08","2015-01-07","2015-04-08","2015-07-15","2015-10-14","2016-01-06","2016-04-13","2016-07-13"
"Dividend",0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.24,0.24
