"","1992-09-01","1992-12-01","1993-03-01","1993-06-01","1993-09-02","1993-12-06","1994-03-01","1994-06-01","1994-09-01","1994-12-01","1995-03-01","1995-06-01","1995-09-06","1995-12-05","1996-03-05","1996-06-05","1996-09-05","1996-12-04","1997-03-05","1997-06-04","1997-09-04","1997-12-03","1998-03-04","1998-06-03","1998-09-03","1998-12-03","1999-03-03","1999-06-03","1999-09-02","1999-12-03","2000-03-03","2000-06-05","2000-09-06","2000-12-05","2001-03-05","2001-06-05","2001-09-05","2001-12-05","2002-03-05","2002-06-05","2002-09-04","2002-12-04","2003-03-05","2003-06-04","2003-09-03","2003-12-03","2004-03-03","2004-06-03","2004-09-02","2004-12-03","2005-03-03","2005-06-03","2005-09-02","2005-12-05","2006-03-03","2006-06-05","2006-09-05","2006-12-05","2007-03-05","2007-06-05","2007-09-05","2007-12-05","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-03","2009-09-02","2009-12-03","2010-03-03","2010-06-03","2010-09-02","2010-12-03","2011-03-03","2011-06-03","2011-09-02","2011-12-05","2012-03-05","2012-06-05","2012-09-05","2012-12-05","2013-03-05","2013-06-05","2013-09-04","2013-12-04","2014-03-05","2014-06-04","2014-09-04","2014-12-03","2015-03-04","2015-06-03","2015-09-03","2015-12-03","2016-03-03","2016-06-03","2016-09-06"
"Dividend",0.031,0.031,0.031,0.031,0.031,0.031,0.035,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.0475,0.0475,0.0475,0.0475,0.055,0.055,0.055,0.055,0.0625,0.0625,0.0625,0.0625,0.07,0.07,0.07,0.07,0.0775,0.0775,0.0775,0.0775,0.085,0.085,0.085,0.085,0.095,0.095,0.095,0.095,0.1075,0.1075,0.1075,0.135,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.375,0.375,0.375,0.375,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.715,0.715,0.715,0.715,0.75,0.75,0.75
