"","1983-07-11","1983-10-18","1984-01-23","1984-04-16","1984-07-16","1984-10-22","1985-01-07","1985-04-08","1985-07-30","1985-10-21","1986-01-06","1986-04-14","1986-07-21","1986-10-20","1987-01-05","1987-04-10","1987-07-20","1987-10-19","1988-01-04","1988-04-11","1988-07-18","1988-10-17","1989-01-09","1989-04-10","1989-07-17","1989-10-16","1990-01-08","1990-04-06","1990-07-16","1990-10-15","1991-01-07","1991-04-08","1991-07-15","1991-10-11","1992-01-06","1992-04-06","1992-07-13","1992-10-09","1993-01-04","1993-04-02","1993-07-12","1993-10-08","1994-01-03","1994-04-04","1994-07-11","1994-10-07","1994-12-30","1995-04-03","1995-07-12","1995-10-11","1996-01-03","1996-04-02","1996-07-10","1996-10-16","1996-12-31","1997-04-02","1997-07-09","1997-10-15","1998-01-07","1998-04-01","1998-07-22","1998-10-14","1999-01-06","1999-03-30","1999-07-14","1999-10-27","2000-01-05","2000-04-05","2000-07-12","2000-10-11","2001-01-10","2001-04-04","2001-07-11","2001-11-07","2002-01-09","2002-04-03","2002-07-10","2002-10-09","2003-01-08","2003-04-09","2003-07-09","2003-10-08","2004-01-07","2004-04-06","2004-07-07","2004-10-06","2005-01-05","2005-07-06","2005-10-05","2006-01-04","2006-04-10","2006-07-05","2006-10-04","2007-01-03","2007-04-03","2007-07-03","2007-10-03","2008-01-02","2008-04-09","2008-07-01","2008-10-08","2009-01-07","2009-04-07","2009-07-08","2009-10-07","2010-01-06","2010-04-07","2010-07-07","2010-10-06","2011-01-05","2011-04-06","2011-07-06","2011-10-05","2012-01-04","2012-04-04","2012-07-03","2012-10-10","2013-01-02","2013-04-03","2013-07-02","2013-10-09","2014-01-08","2014-04-09","2014-06-12","2014-10-08","2015-01-07","2015-04-08","2015-07-09","2015-10-07","2016-01-06","2016-04-06","2016-07-06"
"Dividend",0.02417,0.02417,0.02417,0.02417,0.03076,0.03076,0.03076,0.03076,0.03076,0.03515,0.03515,0.03515,0.03954,0.03954,0.03954,0.03954,0.04394,0.04394,0.04394,0.04394,0.05272,0.05272,0.05272,0.05272,0.05712,0.05712,0.05712,0.05712,0.06151,0.06151,0.06151,0.06151,0.06151,0.06591,0.06591,0.06591,0.06591,0.0703,0.0703,0.0703,0.0703,0.07469,0.07469,0.07469,0.07469,0.07909,0.07909,0.07909,0.07909,0.08348,0.08348,0.08348,0.08348,0.08787,0.08787,0.08787,0.08787,0.09227,0.09227,0.09227,0.09666,0.09666,0.09666,0.09666,0.09666,0.10545,0.10545,0.10545,0.10545,0.11424,0.11424,0.11424,0.11424,0.11863,0.11863,0.11863,0.11863,0.12302,0.12302,0.12302,0.12302,0.1406,0.1406,0.1406,0.1406,0.15817,0.15817,0.17575,0.17575,0.17575,0.19332,0.19332,0.19332,0.19332,0.20211,0.20211,0.20211,0.20211,0.20211,0.20211,0.2065,0.2065,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.06591,0.07909,0.07909,0.07909,0.07909,0.09,0.095,0.095,0.095,0.095
