"","1990-07-23","1990-10-22","1991-01-18","1991-07-22","1991-10-21","1992-01-17","1992-04-20","1992-07-20","1992-10-19","1993-01-25","1993-04-19","1993-07-19","1993-10-18","1994-01-25","1994-04-18","1994-07-18","1994-10-17","1995-01-24","1995-04-25","1995-07-27","1995-10-26","1996-01-31","1996-05-01","1996-07-31","1996-10-30","1997-01-29","1997-04-30","1997-07-30","1997-10-29","1998-01-28","1998-04-29","1998-07-29","1998-10-28","1999-01-27","1999-04-28","1999-07-28","1999-10-27","2000-01-26","2000-04-26","2000-07-26","2000-10-25","2001-01-24","2001-04-25","2001-07-25","2001-10-24","2002-01-23","2002-04-24","2002-07-24","2002-10-23","2003-01-22","2003-04-23","2003-07-23","2003-10-22","2004-01-28","2004-04-28","2004-07-28","2004-10-27","2005-01-26","2005-04-27","2005-07-27","2005-10-26","2006-01-25","2006-04-26","2006-07-26","2006-10-25","2007-01-24","2007-04-25","2007-07-25","2007-10-24","2008-01-23","2008-04-23","2008-07-23","2008-10-22","2009-01-28","2009-04-29","2009-07-29","2009-10-28","2010-01-27","2010-04-28","2010-07-28","2010-10-27","2011-01-26","2011-04-27","2011-07-27","2011-10-26","2012-01-25","2012-04-25","2012-07-25","2012-10-24","2013-01-23","2013-04-24","2013-07-24","2013-10-23","2014-01-22","2014-04-23","2014-07-23","2014-10-22","2015-01-28","2015-04-22","2015-07-22","2015-10-21","2016-01-27","2016-04-20","2016-07-20"
"Dividend",0.03667,0.03667,0.03833,0.03833,0.03833,0.04083,0.04083,0.04083,0.04083,0.0425,0.0425,0.0425,0.0425,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.0625,0.0625,0.0625,0.0625,0.0675,0.0675,0.0675,0.0675,0.075,0.075,0.075,0.075,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.085,0.085,0.085,0.09,0.09,0.09,0.09,0.095,0.095,0.095,0.105,0.105,0.105,0.105,0.105,0.11,0.11,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.23,0.23,0.25,0.25,0.25,0.25,0.3,0.3,0.32,0.32,0.32,0.32,0.33,0.33,0.34
