"","1982-03-29","1982-06-29","1982-09-28","1982-12-29","1983-03-28","1983-06-29","1983-09-27","1983-12-28","1984-03-27","1984-06-27","1984-09-27","1984-12-28","1985-03-27","1985-06-27","1985-09-30","1985-12-27","1986-03-26","1986-06-27","1986-09-29","1986-12-26","1987-03-27","1987-06-25","1987-09-28","1987-12-28","1988-03-25","1988-06-27","1988-09-27","1988-12-23","1989-03-28","1989-06-27","1989-09-27","1989-12-26","1990-03-27","1990-06-26","1990-09-25","1990-12-26","1991-03-25","1991-06-25","1991-09-25","1991-12-26","1992-03-26","1992-06-25","1992-09-25","1992-12-28","1993-03-08","2011-06-28","2011-09-28","2011-12-28","2012-03-28","2012-06-27","2012-09-26","2012-12-27","2013-03-26","2013-06-26","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-28","2016-03-29","2016-06-28"
"Dividend",0.0625,0.0625,0.0625,0.08333,0.08333,0.08333,0.08333,0.1,0.1,0.1,0.1,0.11333,0.11333,0.11333,0.11333,0.12667,0.12667,0.12667,0.12667,0.12667,0.12667,0.13333,0.13333,0.13333,0.13333,0.15333,0.15333,0.15333,0.15333,0.17333,0.17333,0.17333,0.17333,0.2,0.2,0.2,0.2,0.22467,0.225,0.225,0.225,0.225,0.225,0.225,13.875,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29
