"","2013-06-17","2013-08-22","2013-11-21","2014-02-20","2014-06-06","2014-08-25","2014-11-20","2015-02-24","2015-06-08","2015-08-24","2015-11-19","2016-02-18","2016-03-04","2016-06-06","2016-08-18"
"Dividend",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,4,0.075,0.075
