"","2003-05-20","2004-05-10","2005-05-17","2006-05-09","2007-05-02","2008-04-25","2009-05-04","2010-05-04","2011-04-29","2012-05-11","2013-05-02","2014-05-14","2015-04-30","2016-05-05"
"Dividend",1,1.1,1.8,2.31057,3.08076,3.38884,3.45,2.05,3.2,1.7,1.87,2.292,1.92,2
