"","2012-11-20","2013-02-26","2013-05-21","2013-08-20","2013-11-19","2014-02-25","2014-05-20","2014-08-19","2014-11-19","2015-02-24","2015-05-19","2015-08-18","2015-11-18","2016-02-29","2016-05-24","2016-08-23"
"Dividend",0.075,0.075,0.075,0.075,0.085,0.085,0.085,0.085,0.085,0.085,0.098,0.098,0.115,0.115,0.115,0.115
