"","2002-06-24","2003-06-23","2004-06-21","2005-06-20","2005-10-24","2006-06-19","2006-10-23","2007-06-18","2007-10-22","2008-05-19","2008-09-22","2009-05-18","2009-09-21","2010-05-24","2010-09-20","2010-10-18","2011-05-23","2011-09-19","2012-05-21","2012-09-24","2013-05-20","2013-09-23","2014-05-19","2014-09-22","2015-05-18","2015-09-21","2016-05-23","2016-09-19"
"Dividend",0.75,0.75,0.75,0.9,0.45,0.65,0.6,0.65,0.6,0.7,0.65,0.65,0.5,0.3625,0.3625,0.3625,0.5,0.52,0.52,0.54,0.54,0.55,0.55,0.5544,0.56,0.4,0.4,0.4
