"","2009-12-17","2010-03-18","2010-06-17","2010-09-16","2010-12-16","2011-03-17","2011-06-16","2011-09-15","2011-12-15","2012-03-15","2012-06-14","2012-09-13","2012-12-13","2013-03-13","2013-06-13","2013-09-12","2013-12-12","2014-03-13","2014-06-12","2014-09-11","2014-12-11","2015-03-12","2015-06-11","2015-09-10","2015-12-10","2016-03-11","2016-06-10","2016-09-09"
"Dividend",0.15,0.15,0.25,0.25,0.25,0.25,0.32,0.32,0.32,0.34,0.34,0.34,0.34,0.38,0.38,0.38,0.38,0.41,0.41,0.41,0.41,0.48,0.48,0.48,0.48,0.53,0.53,0.53
