"","1987-05-11","1987-08-10","1987-11-17","1988-02-12","1988-05-16","1988-08-15","1988-11-21","1989-02-17","1989-05-22","1989-08-21","1989-11-17","1990-02-16","1990-05-21","1990-08-20","1990-11-16","1991-02-15","1991-05-20","1991-08-19","1991-11-18","1992-02-14","1992-06-01","1992-08-17","1992-11-30","1993-02-12","1993-05-28","1993-08-16","1993-11-19","1994-02-07","1994-05-27","1994-08-15","1994-11-18","1995-02-13","1995-05-26","1995-08-16","1995-11-21","2012-08-09","2012-11-07","2013-02-07","2013-05-09","2013-08-08","2013-11-06","2014-02-06","2014-05-08","2014-08-07","2014-11-06","2015-02-05","2015-05-07","2015-08-06","2015-11-05","2016-02-04","2016-05-05","2016-08-04"
"Dividend",0.00214,0.00214,0.00286,0.00286,0.00286,0.00286,0.00357,0.00357,0.00357,0.00357,0.00393,0.00393,0.00393,0.00393,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.37857,0.37857,0.37857,0.43571,0.43571,0.43571,0.43571,0.47,0.47,0.47,0.47,0.52,0.52,0.52,0.52,0.57,0.57
