"","2011-04-28","2011-07-28","2011-10-27","2012-01-27","2012-04-26","2012-07-27","2012-10-31","2013-01-29","2013-04-25","2013-07-29","2013-10-29","2014-01-29","2014-04-28","2014-07-29","2014-10-29","2015-01-29","2015-04-28","2015-07-29","2015-10-29","2016-01-28","2016-04-28","2016-07-28"
"Dividend",0.14,0.3,0.3,0.31,0.32,0.35,0.36,0.37,0.38,0.4,0.41,0.41,0.42,0.43,0.44,0.45,0.48,0.49,0.51,0.125,0.125,0.125
