"","2002-05-22","2002-05-28","2003-05-12","2003-05-20","2004-05-11","2004-05-18","2005-05-16","2005-05-18","2006-05-10","2006-05-16","2007-05-11","2007-05-15","2008-05-23","2008-05-30","2008-06-27","2009-05-21","2010-05-25","2011-05-16","2012-05-24","2013-05-30","2014-05-22","2014-05-23","2015-05-19","2016-05-17"
"Dividend",0.5,0.41,0.3,0.5,0.3,0.56,0.5,0.76,0.65,0.94,0.12,1.1,0.62,0.12,1.2,0.66,0.7,0.83,0.85,0.88,0.94,0.94,1.02,1.11
