"","2011-11-14","2012-03-01","2012-05-17","2012-08-23","2012-10-18","2013-02-15","2013-05-20","2013-08-30","2013-10-21","2014-02-14","2014-05-19","2014-09-08","2014-10-27","2015-02-13","2015-05-26","2015-08-31","2015-11-02","2016-02-16","2016-05-23","2016-08-29"
"Dividend",0.101,0.101,0.101,0.101,0.101,0.116,0.116,0.116,0.116,0.128,0.128,0.128,0.128,0.141,0.141,0.141,0.141,0.155,0.155,0.155
