"","2006-06-02","2007-05-25","2008-04-07","2008-05-30","2009-03-30","2010-03-26","2011-04-26","2012-04-27","2013-04-26","2014-04-25","2015-04-24","2016-05-03"
"Dividend",2.5,4,0.2125,4.5,0.17,0.17,0.34,0.46,0.53,0.61,0.7,1.05
