"","1995-10-12","1996-04-11","1996-07-11","1996-10-10","1997-01-13","1997-04-11","1997-07-11","1997-10-10","1998-01-14","1998-04-14","1998-07-14","1998-10-14","2003-04-11","2003-07-11","2003-10-10","2004-01-13","2004-04-13","2004-07-13","2004-10-13","2004-12-16","2005-01-12","2005-03-11","2005-04-13","2005-07-13","2005-09-13","2005-10-12","2005-12-13","2006-01-12","2006-03-13","2006-04-12","2006-06-13","2006-07-13","2006-09-12","2006-10-12","2007-01-11","2007-04-12","2007-07-12","2007-10-11","2008-01-11","2008-04-11","2008-07-11","2008-10-10","2010-01-13","2010-04-13","2010-07-13","2010-10-13","2010-12-16","2011-01-12","2011-04-13","2011-05-11","2011-07-13","2011-10-12","2012-01-11","2012-04-11","2012-07-11","2012-10-11","2013-01-11","2013-04-11","2013-06-12","2013-07-11","2013-10-10","2014-01-13","2014-04-11","2014-07-11","2014-10-10","2015-01-13","2015-04-13","2015-07-13","2015-10-13"
"Dividend",0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.025,0.025,0.025,0.025,0.045,0.045,0.045,0.1,0.1,0.1,0.125,0.125,0.125,0.25,0.125,0.125,0.25,0.125,0.25,0.1565,0.25,0.1565,0.375,0.16,0.375,0.1565,0.1565,0.1565,0.1565,0.1565,0.219,0.219,0.219,0.25,0.075,0.075,0.15,0.15,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.313,0.313,0.313,0.313,0.313,1.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.05,0.161,0.05
