"","2013-12-12","2014-03-13","2014-06-12","2014-09-12","2014-12-12","2015-03-13","2015-06-12","2015-09-14","2015-12-14","2016-03-14","2016-06-14","2016-09-14"
"Dividend",0.65,0.65,0.65,0.65,0.65,0.65,0.75,0.75,0.75,0.85,0.85,0.85
