"","1985-01-04","1985-04-03","1985-07-03","1985-10-04","1986-01-06","1986-04-04","1986-07-03","1986-10-06","1987-01-05","1987-04-06","1987-07-06","1988-01-04","1988-04-04","1988-07-01","1988-10-03","1989-01-04","1989-04-04","1989-07-03","1989-10-03","1990-01-04","1990-04-04","1990-07-03","1990-10-03","1991-01-04","1991-04-04","1991-07-03","1991-10-04","1992-01-06","1992-04-06","1992-07-06","1992-10-05","1993-01-04","1993-04-02","1993-07-02","1993-10-04","1994-01-04","1994-04-04","1994-07-01","1994-10-03","1995-01-04","1995-04-04","1995-07-06","1995-10-05","1996-01-08","1996-04-08","1996-07-08","1996-10-08","1997-01-08","1997-04-08","1997-07-08","1997-10-08","1998-01-07","1998-04-07","1998-07-08","1998-10-07","1999-01-06","1999-04-07","1999-07-07","1999-10-06","2000-01-06","2000-04-06","2000-07-06","2000-10-05","2001-01-08","2001-04-06","2001-07-06","2001-10-05","2002-01-08","2002-04-08","2002-07-08","2002-10-08","2003-01-08","2003-04-07","2003-07-08","2003-10-08","2004-01-07","2004-04-06","2004-07-07","2004-10-06","2005-01-06","2005-04-07","2005-10-05","2006-01-06","2006-04-11","2006-07-06","2006-10-10","2007-01-08","2007-04-04","2007-07-06","2007-10-05","2008-01-08","2008-04-07","2008-07-08","2008-10-08","2009-01-07","2009-04-07","2009-07-08","2009-10-07","2010-01-07","2010-04-07","2010-07-07","2010-10-06","2011-01-06","2011-04-07","2011-07-07","2011-10-06","2012-01-06","2012-04-04","2012-07-06","2012-10-05","2013-01-08","2013-04-05","2013-07-08","2013-10-08","2014-01-08","2014-04-08","2014-07-08","2014-10-08","2015-01-08","2015-04-08","2015-07-08","2015-10-07","2016-01-07","2016-04-07","2016-07-07"
"Dividend",0.115,0.115,0.115,0.115,0.125,0.125,0.125,0.125,0.135,0.135,0.135,0.1475,0.1475,0.1475,0.1475,0.155,0.155,0.155,0.155,0.1625,0.1625,0.1625,0.1625,0.17,0.17,0.17,0.17,0.1825,0.1825,0.1825,0.1825,0.19,0.19,0.19,0.19,0.205,0.205,0.205,0.205,0.215,0.215,0.215,0.215,0.23,0.23,0.23,0.23,0.245,0.245,0.245,0.245,0.26,0.26,0.26,0.26,0.275,0.275,0.276,0.275,0.29,0.29,0.29,0.29,0.305,0.305,0.305,0.305,0.32,0.32,0.32,0.32,0.335,0.335,0.335,0.335,0.35,0.35,0.35,0.35,0.365,0.365,0.365,0.38,0.38,0.38,0.38,0.395,0.395,0.395,0.395,0.415,0.415,0.415,0.415,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.08,0.08,0.08,0.08,0.12,0.12,0.12,0.12,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.25,0.25,0.25
