"","1987-08-25","1988-02-23","1988-08-25","1988-11-23","1989-02-23","1989-11-27","1990-02-27","1990-08-27","1991-08-27","1991-11-25","1992-02-25","1992-05-26","1992-08-25","1992-11-23","1993-02-23","1993-05-24","1993-08-25","1993-11-23","1994-05-24","1994-08-25","1994-11-23","1995-02-27","1995-05-24","1995-08-29","1995-11-29","1996-02-28","1996-05-29","1996-08-28","1996-11-26","1997-02-26","1997-05-29","1997-08-27","1997-11-25","1998-02-25","1998-05-28","1998-08-27","1998-11-25","1999-02-24","1999-05-26","1999-08-25","1999-11-26","2000-02-25","2000-05-26","2000-08-29","2000-11-28","2001-02-26","2001-05-29","2001-08-29","2001-11-28","2002-02-26","2002-05-29","2002-08-28","2002-11-26","2003-02-26","2003-05-28","2003-08-27","2003-11-25","2004-02-25","2004-05-26","2004-08-27","2004-11-26","2005-02-24","2005-05-26","2005-08-29","2005-11-28","2006-02-24","2006-05-26","2006-08-29","2006-11-28","2007-02-26","2007-05-29","2007-08-29","2007-11-28","2008-02-27","2008-05-28","2008-08-27","2008-11-25","2009-02-25","2009-05-27","2009-08-27","2009-11-25","2010-02-24","2010-05-26","2010-08-27","2010-11-26","2011-03-02","2011-05-26","2011-09-01","2011-11-28","2012-02-28","2012-05-29","2012-08-30","2012-11-28","2013-03-07","2013-05-29","2013-08-29","2013-11-27","2014-03-06","2014-05-28","2014-08-28","2014-11-26","2015-02-25","2015-05-27","2015-08-27","2015-10-07","2015-11-25","2016-03-03","2016-05-26","2016-08-25"
"Dividend",0.012,0.0125,0.01375,0.01375,0.0175,0.0175,0.01875,0.01875,0.02,0.02,0.02,0.02,0.02,0.0075,0.02125,0.02125,0.02125,0.02125,0.025,0.025,0.025,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.035,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.065,0.065,0.065,0.085,0.085,0.085,0.105,0.105,0.105,0.105,0.135,0.135,0.135,0.135,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.27,0.27,0.27,0.27,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.37,0.37,0.37,4.85,0.37,0.37,0.37,0.37
