"","1985-06-04","1985-09-04","1985-12-04","1986-03-04","1986-06-04","1987-09-03","1987-12-04","1988-03-04","1988-06-06","1988-09-02","1989-03-06","1989-06-05","1989-09-01","1989-12-04","1990-03-05","1990-06-04","1990-09-04","1990-12-04","1991-03-04","1991-06-04","1991-09-04","1991-12-04","1992-03-04","1992-06-04","1992-09-03","1992-12-04","1993-03-04","1993-06-04","1993-09-03","1993-12-06","1994-03-04","1994-06-06","1994-09-02","1994-12-05","1995-03-06","1995-06-06","1995-09-06","1995-12-06","1996-03-06","1996-06-06","1996-09-06","1996-12-06","1997-03-06","1997-06-06","1997-09-08","1997-12-08","1998-03-06","1998-06-08","1998-09-08","1998-12-08","1999-03-08","1999-06-08","1999-09-08","1999-12-08","2000-03-08","2000-06-07","2000-09-06","2000-12-06","2001-03-07","2001-06-06","2001-09-06","2001-12-06","2002-03-06","2002-06-06","2002-09-06","2002-12-06","2003-03-06","2003-06-06","2003-09-08","2003-12-08","2004-03-08","2004-06-08","2004-09-08","2004-12-08","2005-03-08","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-06","2006-12-06","2007-03-07","2007-06-06","2007-09-06","2007-12-06","2008-03-06","2008-06-06","2008-09-08","2008-12-08","2009-03-06","2009-06-08","2009-09-08","2009-12-08","2010-03-08","2010-06-08","2010-09-08","2010-12-08","2011-03-08","2011-06-08","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-06","2012-12-06","2013-03-06","2013-06-06","2013-09-06","2013-12-06","2014-03-06","2014-06-06","2014-09-08","2014-12-08","2015-03-06","2015-06-08","2015-09-08","2015-12-08","2016-03-08","2016-06-08","2016-09-07"
"Dividend",0.16,0.16,0.16,0.16,0.16,0.1675,0.1675,0.1725,0.1725,0.1725,0.17875,0.17875,0.17875,0.17875,0.18625,0.18625,0.18625,0.18625,0.19375,0.19375,0.19375,0.19375,0.2,0.2,0.2,0.2,0.206,0.206,0.206,0.206,0.2085,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.55,0.125,0.55,0.125,0.125,0.125,0.125,0.1325,0.1325,0.1325,0.1325,0.1325,0.1325,0.1325,0.1325,0.18,0.18,0.18,0.18,0.1925,0.1925,0.1925,0.1925,0.205,0.205,0.205,0.205,0.23,0.23,0.5,0.25,0.275,0.275,0.275,0.275,0.305,0.305,0.305,0.305,0.335,0.335,0.335,0.335,0.345,0.345,0.345,0.345,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.367,0.367,0.368,0.368,0.373,0.373,0.373,0.373,0.373,0.373,0.378,0.378,0.38,0.38,0.38
