"","2012-09-12","2012-12-12","2013-03-12","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-10","2014-12-10","2015-03-11","2015-06-10","2015-09-09","2015-12-10","2016-03-10","2016-06-08","2016-09-14"
"Dividend",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.25,0.25,0.25,0.25,0.32,0.32
