"","2012-07-30","2012-10-31","2013-01-30","2013-04-29","2013-07-30","2013-10-30","2014-01-30","2014-04-29","2014-07-30","2014-10-30","2015-01-29","2015-04-29","2015-07-30","2015-10-29","2016-01-28","2016-04-28","2016-07-28"
"Dividend",0.09,0.09,0.09,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.145,0.145,0.145,0.145,0.145,0.03,0.03
